	Chemical name	Internal compound ID	Compound Class	PubChem CID	PUBCHEM_isosmiles
1311	Oxiglutatione	PW17-D4	pharmaceutical drugs	65359	C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N
1312	Bucetin	PW17-D5	pharmaceutical drugs	14130	CCOC1=CC=C(C=C1)NC(=O)CC(C)O
1313	Oxeladin citrate	PW17-D6	pharmaceutical drugs	4619	CCC(CC)(C1=CC=CC=C1)C(=O)OCCOCCN(CC)CC
1314	Dichlorisone acetate	PW17-D7	pharmaceutical drugs	9868609	CC(=O)OCC(=O)[C@]1(CCC2[C@@]1(C[C@@H]([C@]3(C2CCC4=CC(=O)C=C[C@@]43C)Cl)Cl)C)O
1315	D-phenylalanine	PW17-D8	pharmaceutical drugs	71567	C1=CC=C(C=C1)C[C@H](C(=O)O)N
1316	Flopropione	PW17-D9	pharmaceutical drugs	3362	CCC(=O)C1=C(C=C(C=C1O)O)O
1317	Chromocarb	PW17-D10	pharmaceutical drugs	2741	C1=CC=C2C(=C1)C(=O)C=C(O2)C(=O)O
1318	Betamipron	PW17-D11	pharmaceutical drugs	71651	C1=CC=C(C=C1)C(=O)NCCC(=O)O
1319	Exalamide	PW17-E2	pharmaceutical drugs	3316	CCCCCCOC1=CC=CC=C1C(=O)N
1320	Anisindione	PW17-E3	pharmaceutical drugs	2197	COC1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O
1321	Ancitabine hydrochloride	PW17-E4	pharmaceutical drugs	11869682	C1=CN2[C@@H]3[C@@H]([C@H]([C@@H](O3)CO)O)OC2=NC1=N
1322	Acetaminosalol	PW17-E5	pharmaceutical drugs	1984	CC(=O)NC1=CC=C(C=C1)OC(=O)C2=CC=CC=C2O
1323	Tolperisone hydrochloride	PW17-E6	pharmaceutical drugs	92965	CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2.Cl
1324	Broxyquinoline	PW17-E7	pharmaceutical drugs	2453	C1=CC2=C(C(=C(C=C2Br)Br)O)N=C1
1325	Ethacridine lactate	PW17-E8	pharmaceutical drugs	5511	CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2
1326	Clofoctol	PW17-E9	pharmaceutical drugs	2799	CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)CC2=C(C=C(C=C2)Cl)Cl
1327	D-Pantethine	PW17-E10	pharmaceutical drugs	4677	CC(C)(CO)C(C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(C(C)(C)CO)O)O
1328	Cepharanthine	PW17-E11	pharmaceutical drugs	10206	CN1CCC2=CC3=C(C4=C2[C@@H]1CC5=CC=C(C=C5)OC6=C(C=CC(=C6)C[C@@H]7C8=CC(=C(C=C8CCN7C)OC)O4)OC)OCO3
1329	Cyclandelate	PW17-F2	pharmaceutical drugs	2893	CC1CC(CC(C1)(C)C)OC(=O)C(C2=CC=CC=C2)O
1330	Prasterone	PW17-F3	pharmaceutical drugs	16759247	C[C@]12CCC3C([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C
1331	Beclamide	PW17-F4	pharmaceutical drugs	10391	C1=CC=C(C=C1)CNC(=O)CCCl
1332	Deferiprone	PW17-F5	pharmaceutical drugs	2972	CC1=C(C(=O)C=CN1C)O
1333	Orotic acid	PW17-F6	pharmaceutical drugs	967	C1=C(NC(=O)NC1=O)C(=O)O
1334	Isaxonine	PW17-F7	pharmaceutical drugs	71169	CC(C)NC1=NC=CC=N1
1335	Proflavine hemisulfate	PW17-F8	pharmaceutical drugs	7099	C1=CC(=CC2=NC3=C(C=CC(=C3)N)C=C21)N
1337	Moguisteine	PW17-F10	pharmaceutical drugs	65935	CCOC(=O)CC(=O)N1CCSC1COC2=CC=CC=C2OC
1338	Nefiracetam	PW17-F11	pharmaceutical drugs	71157	CC1=C(C(=CC=C1)C)NC(=O)CN2CCCC2=O
1339	Erdosteine	PW17-G2	pharmaceutical drugs	65632	C1CSC(=O)C1NC(=O)CSCC(=O)O
1340	Loxoprofen	PW17-G3	pharmaceutical drugs	3965	CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O
1341	Acedoben	PW17-G4	pharmaceutical drugs	19266	CC(=O)NC1=CC=C(C=C1)C(=O)O
1342	Dimetridazole	PW17-G5	pharmaceutical drugs	3090	CC1=NC=C(N1C)[N+](=O)[O-]
1343	Nikethamide	PW17-G6	pharmaceutical drugs	5497	CCN(CC)C(=O)C1=CN=CC=C1
1344	Paroxypropione	PW17-G7	pharmaceutical drugs	6271	CCC(=O)C1=CC=C(C=C1)O
1345	Nitroxoline	PW17-G8	pharmaceutical drugs	19910	C1=CC2=C(C=CC(=C2N=C1)O)[N+](=O)[O-]
1346	Mexenone	PW17-G9	pharmaceutical drugs	71645	CC1=CC=C(C=C1)C(=O)C2=C(C=C(C=C2)OC)O
1347	Sulfacarbamide	PW17-G10	pharmaceutical drugs	11033	C1=CC(=CC=C1N)S(=O)(=O)NC(=O)N
1348	Ethenzamide	PW17-G11	pharmaceutical drugs	3282	CCOC1=CC=CC=C1C(=O)N
1350	Eprobemide	PW17-H3	pharmaceutical drugs	65659	C1COCCN1CCCNC(=O)C2=CC=C(C=C2)Cl
1351	Tioguanine	PW17-H4	pharmaceutical drugs	2723601	C1=NC2=C(N1)C(=S)N=C(N2)N
1352	Trehalose dihydrate	PW17-H5	pharmaceutical drugs	7427	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O
1353	Amezinium metilsulfate	PW17-H6	pharmaceutical drugs	71927	COC1=[N+](N=CC(=C1)N)C2=CC=CC=C2
1354	Allylestrenol	PW17-H7	pharmaceutical drugs	146048001	C[C@]12CCC3[C@H](C1CC[C@]2(CC=C)O)CCC4=CCCC[C@H]34
1355	Carazolol	PW17-H8	pharmaceutical drugs	71739	CC(C)NCC(COC1=CC=CC2=C1C3=CC=CC=C3N2)O
1356	Benactyzine hydrochloride	PW17-H9	pharmaceutical drugs	9330	CCN(CC)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O
1357	Brivudine	PW17-H10	pharmaceutical drugs	44283047	C1[C@@H]([C@H](OC1N2C=C(C(=O)NC2=O)/C=C/Br)CO)O
1358	Sulfisomidine	PW17-H11	pharmaceutical drugs	5343	CC1=CC(=NC(=N1)C)NS(=O)(=O)C2=CC=C(C=C2)N
1359	Epalrestat	PW18-A2	pharmaceutical drugs	1549120	C/C(=C\C1=CC=CC=C1)/C=C\2/C(=O)N(C(=S)S2)CC(=O)O
1360	Cefcapene pivoxil hydrochloride monohydrate	PW18-A3	pharmaceutical drugs	6398763	CC/C=C(\C1=CSC(=N1)N)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)OCOC(=O)C(C)(C)C
1361	Ceftezole	PW18-A4	pharmaceutical drugs	65755	C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CN3C=NN=N3)C(=O)O)CSC4=NN=CS4
1362	Carbazochrome	PW18-A5	pharmaceutical drugs	2557	CN1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O
1363	Ivabradine hydrochloride	PW18-A6	pharmaceutical drugs	132999	CN(CCCN1CCC2=CC(=C(C=C2CC1=O)OC)OC)C[C@H]3CC4=CC(=C(C=C34)OC)OC
1364	Oxiracetam	PW18-A7	pharmaceutical drugs	4626	C1C(CN(C1=O)CC(=O)N)O
1365	Zaltoprofen	PW18-A8	pharmaceutical drugs	5720	CC(C1=CC2=C(C=C1)SC3=CC=CC=C3C(=O)C2)C(=O)O
1366	Cianidanol	PW18-A9	pharmaceutical drugs	9064	C1[C@@H]([C@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O
1367	Sulbenicillin sodium salt	PW18-A10	pharmaceutical drugs	20055036	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)S(=O)(=O)O)C(=O)O)C
1368	Carbazochrome sodium sulfonate	PW18-A11	pharmaceutical drugs	40018	CN1C(CC2=CC(=C(C=C21)O)N=NC(=O)N)S(=O)(=O)O
1369	Lobenzarit disodium	PW18-B2	pharmaceutical drugs	3946	C1=CC=C(C(=C1)C(=O)O)NC2=C(C=CC(=C2)Cl)C(=O)O
1371	L-Tryptophan	PW18-B4	pharmaceutical drugs	6305	C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N
1372	Fenclozic acid	PW18-B5	pharmaceutical drugs	28858	C1=CC(=CC=C1C2=NC(=CS2)CC(=O)O)Cl
1373	Exifone	PW18-B6	pharmaceutical drugs	40399	C1=CC(=C(C(=C1C(=O)C2=CC(=C(C(=C2)O)O)O)O)O)O
1374	Phenolphthalein	PW18-B7	pharmaceutical drugs	4764	C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
1375	Quatacaine	PW18-B8	pharmaceutical drugs	65685	CCCNC(C)(C)C(=O)NC1=CC=CC=C1C
1376	Eperisone Hydrochloride	PW18-B9	pharmaceutical drugs	3236	CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2
1377	Prosultiamine	PW18-B10	pharmaceutical drugs	5355019	CCCSS/C(=C(\C)/N(CC1=CN=C(N=C1N)C)C=O)/CCO
1378	Tiaramide Hydrochloride	PW18-B11	pharmaceutical drugs	5469	C1CN(CCN1CCO)C(=O)CN2C3=C(C=CC(=C3)Cl)SC2=O
1379	Bendazac	PW18-C2	pharmaceutical drugs	2313	C1=CC=C(C=C1)CN2C3=CC=CC=C3C(=N2)OCC(=O)O
1380	Bithionol	PW18-C3	pharmaceutical drugs	2406	C1=C(C=C(C(=C1SC2=C(C(=CC(=C2)Cl)Cl)O)O)Cl)Cl
1381	Methandrostenolone	PW18-C4	pharmaceutical drugs	6300	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C=C[C@]34C
1382	(R)-Tamsulosin hydrochloride	PW18-C5	pharmaceutical drugs	129211	CCOC1=CC=CC=C1OCCN[C@H](C)CC2=CC(=C(C=C2)OC)S(=O)(=O)N
1383	Fasudil Hydrochloride	PW18-C6	pharmaceutical drugs	3547	C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3
1384	Acetyl-L-glutamine	PW18-C7	pharmaceutical drugs	182230	CC(=O)N[C@@H](CCC(=O)N)C(=O)O
1386	Delapril Hydrochloride	PW18-C9	pharmaceutical drugs	5362116	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N(CC(=O)O)C2CC3=CC=CC=C3C2
1387	Suplatast Tosylate	PW18-C10	pharmaceutical drugs	71774	CCOCC(COC1=CC=C(C=C1)NC(=O)CC[S+](C)C)O
1388	Manidipine Dihydrochloride	PW18-C11	pharmaceutical drugs	4008	CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC
1389	Ecabet sodium	PW18-D2	pharmaceutical drugs	65781	CC(C)C1=C(C=C2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)O)C)S(=O)(=O)O
1390	Prifinium Bromide	PW18-D3	pharmaceutical drugs	4905	CC[N+]1(CCC(=C(C2=CC=CC=C2)C3=CC=CC=C3)C1C)CC
1391	Trandolapril	PW18-D4	pharmaceutical drugs	5484727	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCCC[C@@H]3C[C@H]2C(=O)O
1392	Benziodarone	PW18-D5	pharmaceutical drugs	6237	CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)O)I
1393	Azaribine	PW18-D6	pharmaceutical drugs	16574	CC(=O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C(=O)NC(=O)C=N2)OC(=O)C)OC(=O)C
1394	Mebanazine	PW18-D7	pharmaceutical drugs	6179	CC(C1=CC=CC=C1)NN
1395	Acetanilide	PW18-D8	pharmaceutical drugs	904	CC(=O)NC1=CC=CC=C1
1396	Fudosteine	PW18-D9	pharmaceutical drugs	134669	C(CO)CSC[C@@H](C(=O)O)N
1397	Mosapride	PW18-D10	pharmaceutical drugs	119584	CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N
1398	Inosine	PW18-D11	pharmaceutical drugs	135403801	C1=NC2=C(C(=O)N1)N=CN2C3[C@@H]([C@@H]([C@H](O3)CO)O)O
1400	Glutathione	PW18-E3	pharmaceutical drugs	124886	C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N
1401	Valethamate bromide	PW18-E4	pharmaceutical drugs	5648	CCC(C)C(C1=CC=CC=C1)C(=O)OCC[N+](C)(CC)CC
1402	Ebastine	PW18-E5	pharmaceutical drugs	3191	CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4
1403	Pirfenidone	PW18-E6	pharmaceutical drugs	40632	CC1=CN(C(=O)C=C1)C2=CC=CC=C2
1404	Chlorquinaldol	PW18-E7	pharmaceutical drugs	6301	CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl
1407	Chloramine-T hydrate	PW18-E10	pharmaceutical drugs	3393610	CC1=CC=C(C=C1)S(=NCl)(=O)[O-]
1408	Tolonium chloride	PW18-E11	pharmaceutical drugs	7084	CC1=CC2=C(C=C1N)SC3=CC(=[N+](C)C)C=CC3=N2
1409	Abemaciclib	PW18-F2	pharmaceutical drugs	46220502	CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F
1410	Clopidol	PW18-F3	pharmaceutical drugs	18087	CC1=C(C(=O)C(=C(N1)C)Cl)Cl
1411	Phthalylsulfacetamide	PW18-F4	pharmaceutical drugs	8574	CC(=O)NS(=O)(=O)C1=CC=C(C=C1)NC(=O)C2=CC=CC=C2C(=O)O
1412	Cresopirine	PW18-F5	pharmaceutical drugs	78094	CC1=C(C(=CC=C1)C(=O)O)OC(=O)C
1413	Rufinamide	PW18-F6	pharmaceutical drugs	129228	C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F
1414	Tinoridine hydrochloride	PW18-F7	pharmaceutical drugs	5480	CCOC(=O)C1=C(SC2=C1CCN(C2)CC3=CC=CC=C3)N
1415	Chlormidazole	PW18-F8	pharmaceutical drugs	71821	CC1=NC2=CC=CC=C2N1CC3=CC=C(C=C3)Cl
1416	Indometacin farnesil	PW18-F9	pharmaceutical drugs	5282183	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C
1417	Bosutinib	PW18-F10	pharmaceutical drugs	5328940	CN1CCN(CC1)CCCOC2=C(C=C3C(=C2)N=CC(=C3NC4=CC(=C(C=C4Cl)Cl)OC)C#N)OC
1418	Tiagabine hydrochloride	PW18-F11	pharmaceutical drugs	60648	CC1=C(SC=C1)C(=CCCN2CCC[C@H](C2)C(=O)O)C3=C(C=CS3)C
1419	Mizoribine	PW18-G2	pharmaceutical drugs	104762	C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)N
1420	Imidapril hydrochloride	PW18-G3	pharmaceutical drugs	5464343	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@@H](CN(C2=O)C)C(=O)O
1421	Cefsulodin Sodium Salt Hydrate	PW18-G4	pharmaceutical drugs	656575	C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)S(=O)(=O)O)C(=O)[O-])C[N+]4=CC=C(C=C4)C(=O)N
1422	Malotilate	PW18-G5	pharmaceutical drugs	4006	CC(C)OC(=O)C(=C1SC=CS1)C(=O)OC(C)C
1423	Artesunate	PW18-G6	pharmaceutical drugs	6917864	C[C@@H]1CC[C@H]2[C@H]([C@@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC(=O)CCC(=O)O)C
1424	Gestodene	PW18-G7	pharmaceutical drugs	3033968	CC[C@]12CC[C@H]3[C@H]([C@@H]1C=C[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
1425	Stiripentol	PW18-G8	pharmaceutical drugs	5311454	CC(C)(C)C(/C=C/C1=CC2=C(C=C1)OCO2)O
1426	Safinamide	PW18-G9	pharmaceutical drugs	131682	C[C@@H](C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F
1427	Cephradine monohydrate	PW18-G10	pharmaceutical drugs	38103	CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)SC1)C(=O)O
1428	Doripenem monohydrate	PW18-G11	pharmaceutical drugs	73303	C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)CNS(=O)(=O)N)C(=O)O)[C@@H](C)O
1430	Cefpirome sulfate	PW18-H3	pharmaceutical drugs	6917674	CO/N=C(\C1=CSC(=N1)N)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC5=C4CCC5)C(=O)[O-]
1431	Ufenamate	PW18-H4	pharmaceutical drugs	5632	CCCCOC(=O)C1=CC=CC=C1NC2=CC=CC(=C2)C(F)(F)F
1432	Benzarone	PW18-H5	pharmaceutical drugs	255968	CCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC=C(C=C3)O
1433	Bergenin	PW18-H6	pharmaceutical drugs	66065	COC1=C(C=C2C(=C1O)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)OC2=O)O
1434	Nepafenac	PW18-H7	pharmaceutical drugs	151075	C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N
1435	Voglibose	PW18-H8	pharmaceutical drugs	444020	C1[C@@H]([C@@H]([C@H]([C@@H]([C@]1(CO)O)O)O)O)NC(CO)CO
1436	Arotinolol hydrochloride	PW18-H9	pharmaceutical drugs	2239	CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O
1437	Clevidipine	PW18-H10	pharmaceutical drugs	153994	CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
1438	Artenimol	PW18-H11	pharmaceutical drugs	6918483	C[C@@H]1CC[C@H]2[C@H](C(O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)O)C
1439	Befunolol	PW19-A2	pharmaceutical drugs	2309	CC(C)NCC(COC1=CC=CC2=C1OC(=C2)C(=O)C)O
1440	Eletriptan	PW19-A3	pharmaceutical drugs	77993	CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
1441	Pirprofen	PW19-A4	pharmaceutical drugs	35935	CC(C1=CC(=C(C=C1)N2CC=CC2)Cl)C(=O)O
1442	Tripamide	PW19-A5	pharmaceutical drugs	5282210	C1C[C@H]2C[C@@H]1[C@@H]3[C@H]2CN(C3)NC(=O)C4=CC(=C(C=C4)Cl)S(=O)(=O)N
1443	Zanamivir	PW19-A6	pharmaceutical drugs	60855	CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)N=C(N)N
1444	Alclofenac	PW19-A7	pharmaceutical drugs	30951	C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl
1445	Angiotensin II (Human) Trifluoroacetic acid salt	PW19-A8	pharmaceutical drugs	172198	CC[C@H](C)[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N
1446	Anisotropine Methylbromide	PW19-A9	pharmaceutical drugs	657202	CCCC(CCC)C(=O)OC1C[C@H]2CC[C@@H](C1)[N+]2(C)C
1447	Barnidipine Hydrochloride	PW19-A10	pharmaceutical drugs	443868	CC1=C([C@@H](C(=C(N1)C)C(=O)O[C@H]2CCN(C2)CC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC.Cl
1448	Benzylhydrochlorothiazide	PW19-A11	pharmaceutical drugs	2348	C1=CC=C(C=C1)CC2NC3=CC(=C(C=C3S(=O)(=O)N2)S(=O)(=O)N)Cl
1449	Budralazine	PW19-B2	pharmaceutical drugs	5353453	CC(=C/C(=N\NC1=NN=CC2=CC=CC=C21)/C)C
1450	Bunazosin hydrochloride	PW19-B3	pharmaceutical drugs	2472	CCCC(=O)N1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
1451	Chlorpromazine Sulfoxide	PW19-B4	pharmaceutical drugs	70413	CN(C)CCCN1C2=CC=CC=C2S(=O)C3=C1C=C(C=C3)Cl
1452	Cycotiamine	PW19-B5	pharmaceutical drugs	10357917	CC1=NC=C(C(=N1)N)CN(C=O)/C(=C\2/CCOC(=O)S2)/C
1453	Fenclofenac	PW19-B6	pharmaceutical drugs	65394	C1=CC=C(C(=C1)CC(=O)O)OC2=C(C=C(C=C2)Cl)Cl
1454	Flurbiprofen axetil	PW19-B7	pharmaceutical drugs	3395	CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)OC(C)OC(=O)C
1455	Ibuprofen Piconol	PW19-B8	pharmaceutical drugs	3673	CC(C)CC1=CC=C(C=C1)C(C)C(=O)OCC2=CC=CC=N2
1456	Pilsicainide Hydrochloride	PW19-B9	pharmaceutical drugs	4820	CC1=C(C(=CC=C1)C)NC(=O)CC23CCCN2CCC3
1457	Tacrolimus Monohydrate	PW19-B10	pharmaceutical drugs	6473866	C[C@@H]1C[C@@H]([C@@H]2[C@H](C[C@H]([C@@](O2)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@@H]([C@H](CC(=O)[C@@H](/C=C(\C1)/C)CC=C)O)C)/C(=C/[C@@H]4CC[C@H]([C@@H](C4)OC)O)/C)O)C)OC)OC
1458	Tandospirone	PW19-B11	pharmaceutical drugs	91273	C1C[C@H]2C[C@@H]1[C@H]3[C@@H]2C(=O)N(C3=O)CCCCN4CCN(CC4)C5=NC=CC=N5
1459	Kanamycin B	PW19-C2	pharmaceutical drugs	439318	C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N
1460	Mitomycin C	PW19-C3	pharmaceutical drugs	5746	CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H]([C@@]3([C@@H]2COC(=O)N)OC)N4)N
1461	Nafamostat Mesylate	PW19-C4	pharmaceutical drugs	4413	C1=CC(=CC=C1C(=O)OC2=CC3=C(C=C2)C=C(C=C3)C(=N)N)N=C(N)N
1462	Bisbentiamine	PW19-C5	pharmaceutical drugs	51358375	CC1=NC=C(C(=N1)N)CN(C=O)/C(=C(\CCOC(=O)C2=CC=CC=C2)/SS/C(=C(/C)\N(CC3=CN=C(N=C3N)C)C=O)/CCOC(=O)C4=CC=CC=C4)/C
1463	Camostat mesylate	PW19-C6	pharmaceutical drugs	2536	CN(C)C(=O)COC(=O)CC1=CC=C(C=C1)OC(=O)C2=CC=C(C=C2)N=C(N)N
1464	Ticagrelor	PW19-C7	pharmaceutical drugs	9871419	CCCSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OCCO)N[C@@H]4C[C@H]4C5=CC(=C(C=C5)F)F
1465	Feprazone	PW19-C8	pharmaceutical drugs	35455	CC(=CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)C
1466	Lanoconazole	PW19-C9	pharmaceutical drugs	3002820	C1C(S/C(=C(\C#N)/N2C=CN=C2)/S1)C3=CC=CC=C3Cl
1467	Lumiracoxib	PW19-C10	pharmaceutical drugs	151166	CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O
1468	Oxyphenisatin	PW19-C11	pharmaceutical drugs	31315	C1=CC=C2C(=C1)C(C(=O)N2)(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
1469	Prasugrel	PW19-D2	pharmaceutical drugs	6918456	CC(=O)OC1=CC2=C(S1)CCN(C2)C(C3=CC=CC=C3F)C(=O)C4CC4
1470	Ramosetron hydrochloride	PW19-D3	pharmaceutical drugs	108000	CN1C=C(C2=CC=CC=C21)C(=O)[C@@H]3CCC4=C(C3)NC=N4
1471	Seratrodast	PW19-D4	pharmaceutical drugs	2449	CC1=C(C(=O)C(=C(C1=O)C)C(CCCCCC(=O)O)C2=CC=CC=C2)C
1472	Sofalcone	PW19-D5	pharmaceutical drugs	5282219	CC(=CCOC1=CC=C(C=C1)/C=C/C(=O)C2=C(C=C(C=C2)OCC=C(C)C)OCC(=O)O)C
1473	Sarpogrelate hydrochloride	PW19-D6	pharmaceutical drugs	5160	CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O
1474	Sapropterin dihydrochloride	PW19-D7	pharmaceutical drugs	135398654	C[C@@H]([C@@H]([C@H]1CNC2=C(N1)C(=O)NC(=N2)N)O)O
1475	Mibefradil hydrochloride	PW19-D8	pharmaceutical drugs	60663	CC(C)[C@H]1C2=C(CC[C@@]1(CCN(C)CCCC3=NC4=CC=CC=C4N3)OC(=O)COC)C=C(C=C2)F
1476	Midecamycin	PW19-D9	pharmaceutical drugs	5282169	CCC(=O)O[C@@H]1CC(=O)O[C@@H](C/C=C/C=C/[C@@H]([C@@H](C[C@@H]([C@@H]([C@H]1OC)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C
1477	Thyrotropin-Releasing Hormone	PW19-D10	pharmaceutical drugs	638678	C1C[C@H](N(C1)C(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H]3CCC(=O)N3)C(=O)N
1478	Cyclofenil	PW19-D11	pharmaceutical drugs	2898	CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C
1479	Temocapril hydrochloride	PW19-E2	pharmaceutical drugs	443874	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@H]2CS[C@@H](CN(C2=O)CC(=O)O)C3=CC=CS3
1480	Flosequinan	PW19-E3	pharmaceutical drugs	4474062	CN1C=C(C(=O)C2=C1C=C(C=C2)F)S(=O)C
1481	Etravirine	PW19-E4	pharmaceutical drugs	193962	CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N
1482	Empagliflozin	PW19-E5	pharmaceutical drugs	11949646	C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl
1483	Crisaborole	PW19-E6	pharmaceutical drugs	44591583	B1(C2=C(CO1)C=C(C=C2)OC3=CC=C(C=C3)C#N)O
